TEST_GROUP,TEST_ITEM,CONDITIONAL_ITEM,DESCRIPTION,FUNCTION,PARAMETER,PDCA_NAME,,GLOBAL_VARIABLE,EXPECTED_VALUE,UNIT,PDCA_TYPE,TIMEOUT,ERROR_MSG,SA_FCM,NOTES,,
FCM,GRAPE,,mtreports settings_3,PARSE,HID_7_0,62.5kHz_3_HID_29,,3_HID_29,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_3,PARSE,HID_7_1,62.5kHz_3_HID_30,,3_HID_30,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_7_2,62.5kHz_3_HID_31,,3_HID_31,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_7_3,62.5kHz_3_HID_32,,3_HID_32,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_8_0,62.5kHz_3_HID_33,,3_HID_33,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_8_1,62.5kHz_3_HID_34,,3_HID_34,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_8_2,62.5kHz_3_HID_35,,3_HID_35,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_8_3,62.5kHz_3_HID_36,,3_HID_36,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_9_0,62.5kHz_3_HID_37,,3_HID_37,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_9_1,62.5kHz_3_HID_38,,3_HID_38,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_9_2,62.5kHz_3_HID_39,,3_HID_39,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_9_3,62.5kHz_3_HID_40,,3_HID_40,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_10_0,62.5kHz_3_HID_41,,3_HID_41,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,mtreports settings_2,PARSE,HID_10_1,62.5kHz_3_HID_42,,3_HID_42,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Sample Touch Data_62.5kHz_3,DIAGS,sensor --sel touch --sample 50 --stats --quiet,,,,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_0,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW0_COL0,,3_SENSOR_TOUCH_AVERAGE_1,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_1,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW0_COL1,,3_SENSOR_TOUCH_AVERAGE_2,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_2,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW0_COL2,,3_SENSOR_TOUCH_AVERAGE_3,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_3,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW0_COL3,,3_SENSOR_TOUCH_AVERAGE_4,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_4,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW0_COL4,,3_SENSOR_TOUCH_AVERAGE_5,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_5,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW0_COL5,,3_SENSOR_TOUCH_AVERAGE_6,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_0,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW1_COL0,,3_SENSOR_TOUCH_AVERAGE_7,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_1,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW1_COL1,,3_SENSOR_TOUCH_AVERAGE_8,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_2,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW1_COL2,,3_SENSOR_TOUCH_AVERAGE_9,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_3,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW1_COL3,,3_SENSOR_TOUCH_AVERAGE_10,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_4,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW1_COL4,,3_SENSOR_TOUCH_AVERAGE_11,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_5,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW1_COL5,,3_SENSOR_TOUCH_AVERAGE_12,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_0,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW2_COL0,,3_SENSOR_TOUCH_AVERAGE_13,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_1,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW2_COL1,,3_SENSOR_TOUCH_AVERAGE_14,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_2,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW2_COL2,,3_SENSOR_TOUCH_AVERAGE_15,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_3,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW2_COL3,,3_SENSOR_TOUCH_AVERAGE_16,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_4,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW2_COL4,,3_SENSOR_TOUCH_AVERAGE_17,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_5,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW2_COL5,,3_SENSOR_TOUCH_AVERAGE_18,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_0,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW3_COL0,,3_SENSOR_TOUCH_AVERAGE_19,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_1,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW3_COL1,,3_SENSOR_TOUCH_AVERAGE_20,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_2,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW3_COL2,,3_SENSOR_TOUCH_AVERAGE_21,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_3,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW3_COL3,,3_SENSOR_TOUCH_AVERAGE_22,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_4,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW3_COL4,,3_SENSOR_TOUCH_AVERAGE_23,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_5,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW3_COL5,,3_SENSOR_TOUCH_AVERAGE_24,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_0,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW4_COL0,,3_SENSOR_TOUCH_AVERAGE_25,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_1,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW4_COL1,,3_SENSOR_TOUCH_AVERAGE_26,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_2,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW4_COL2,,3_SENSOR_TOUCH_AVERAGE_27,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_3,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW4_COL3,,3_SENSOR_TOUCH_AVERAGE_28,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_4,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW4_COL4,,3_SENSOR_TOUCH_AVERAGE_29,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_5,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW4_COL5,,3_SENSOR_TOUCH_AVERAGE_30,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_0,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW5_COL0,,3_SENSOR_TOUCH_AVERAGE_31,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_1,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW5_COL1,,3_SENSOR_TOUCH_AVERAGE_32,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_2,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW5_COL2,,3_SENSOR_TOUCH_AVERAGE_33,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_3,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW5_COL3,,3_SENSOR_TOUCH_AVERAGE_34,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_4,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW5_COL4,,3_SENSOR_TOUCH_AVERAGE_35,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_5,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW5_COL5,,3_SENSOR_TOUCH_AVERAGE_36,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_0,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW6_COL0,,3_SENSOR_TOUCH_AVERAGE_37,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_1,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW6_COL1,,3_SENSOR_TOUCH_AVERAGE_38,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_2,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW6_COL2,,3_SENSOR_TOUCH_AVERAGE_39,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_3,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW6_COL3,,3_SENSOR_TOUCH_AVERAGE_40,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_4,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW6_COL4,,3_SENSOR_TOUCH_AVERAGE_41,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_5,62.5kHz_3_SENSOR_TOUCH_AVERAGE_ROW6_COL5,,3_SENSOR_TOUCH_AVERAGE_42,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Set Touch to return raw data,DIAGS,"hid --set_report ""0x42 0x23"";hid --get_report 0x42;hid --get_report 0x32",,,,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Sample Touch Data_62.5kHz_0,DIAGS,hid --get_report 0x4F;hid --get_report 0x41,,,,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Sample Touch Data 62.5kHz_afterCal,DIAGS,sensor --sel touch --sample 50 --stats --quiet,,,,,,,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_0,62.5kHz_SENSOR_TOUCH_RAW_ROW0_COL0,,SENSOR_TOUCH_RAW_1,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_1,62.5kHz_SENSOR_TOUCH_RAW_ROW0_COL1,,SENSOR_TOUCH_RAW_2,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_2,62.5kHz_SENSOR_TOUCH_RAW_ROW0_COL2,,SENSOR_TOUCH_RAW_3,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_3,62.5kHz_SENSOR_TOUCH_RAW_ROW0_COL3,,SENSOR_TOUCH_RAW_4,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_4,62.5kHz_SENSOR_TOUCH_RAW_ROW0_COL4,,SENSOR_TOUCH_RAW_5,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_5,62.5kHz_SENSOR_TOUCH_RAW_ROW0_COL5,,SENSOR_TOUCH_RAW_6,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_0,62.5kHz_SENSOR_TOUCH_RAW_ROW1_COL0,,SENSOR_TOUCH_RAW_7,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_1,62.5kHz_SENSOR_TOUCH_RAW_ROW1_COL1,,SENSOR_TOUCH_RAW_8,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_2,62.5kHz_SENSOR_TOUCH_RAW_ROW1_COL2,,SENSOR_TOUCH_RAW_9,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_3,62.5kHz_SENSOR_TOUCH_RAW_ROW1_COL3,,SENSOR_TOUCH_RAW_10,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_4,62.5kHz_SENSOR_TOUCH_RAW_ROW1_COL4,,SENSOR_TOUCH_RAW_11,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_5,62.5kHz_SENSOR_TOUCH_RAW_ROW1_COL5,,SENSOR_TOUCH_RAW_12,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_0,62.5kHz_SENSOR_TOUCH_RAW_ROW2_COL0,,SENSOR_TOUCH_RAW_13,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_1,62.5kHz_SENSOR_TOUCH_RAW_ROW2_COL1,,SENSOR_TOUCH_RAW_14,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_2,62.5kHz_SENSOR_TOUCH_RAW_ROW2_COL2,,SENSOR_TOUCH_RAW_15,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_3,62.5kHz_SENSOR_TOUCH_RAW_ROW2_COL3,,SENSOR_TOUCH_RAW_16,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_4,62.5kHz_SENSOR_TOUCH_RAW_ROW2_COL4,,SENSOR_TOUCH_RAW_17,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_5,62.5kHz_SENSOR_TOUCH_RAW_ROW2_COL5,,SENSOR_TOUCH_RAW_18,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_0,62.5kHz_SENSOR_TOUCH_RAW_ROW3_COL0,,SENSOR_TOUCH_RAW_19,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_1,62.5kHz_SENSOR_TOUCH_RAW_ROW3_COL1,,SENSOR_TOUCH_RAW_20,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_2,62.5kHz_SENSOR_TOUCH_RAW_ROW3_COL2,,SENSOR_TOUCH_RAW_21,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_3,62.5kHz_SENSOR_TOUCH_RAW_ROW3_COL3,,SENSOR_TOUCH_RAW_22,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_4,62.5kHz_SENSOR_TOUCH_RAW_ROW3_COL4,,SENSOR_TOUCH_RAW_23,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_3_5,62.5kHz_SENSOR_TOUCH_RAW_ROW3_COL5,,SENSOR_TOUCH_RAW_24,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_0,62.5kHz_SENSOR_TOUCH_RAW_ROW4_COL0,,SENSOR_TOUCH_RAW_25,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_1,62.5kHz_SENSOR_TOUCH_RAW_ROW4_COL1,,SENSOR_TOUCH_RAW_26,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_2,62.5kHz_SENSOR_TOUCH_RAW_ROW4_COL2,,SENSOR_TOUCH_RAW_27,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_3,62.5kHz_SENSOR_TOUCH_RAW_ROW4_COL3,,SENSOR_TOUCH_RAW_28,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_4,62.5kHz_SENSOR_TOUCH_RAW_ROW4_COL4,,SENSOR_TOUCH_RAW_29,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_4_5,62.5kHz_SENSOR_TOUCH_RAW_ROW4_COL5,,SENSOR_TOUCH_RAW_30,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_0,62.5kHz_SENSOR_TOUCH_RAW_ROW5_COL0,,SENSOR_TOUCH_RAW_31,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_1,62.5kHz_SENSOR_TOUCH_RAW_ROW5_COL1,,SENSOR_TOUCH_RAW_32,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_2,62.5kHz_SENSOR_TOUCH_RAW_ROW5_COL2,,SENSOR_TOUCH_RAW_33,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_3,62.5kHz_SENSOR_TOUCH_RAW_ROW5_COL3,,SENSOR_TOUCH_RAW_34,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_4,62.5kHz_SENSOR_TOUCH_RAW_ROW5_COL4,,SENSOR_TOUCH_RAW_35,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_5_5,62.5kHz_SENSOR_TOUCH_RAW_ROW5_COL5,,SENSOR_TOUCH_RAW_36,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_0,62.5kHz_SENSOR_TOUCH_RAW_ROW6_COL0,,SENSOR_TOUCH_RAW_37,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_1,62.5kHz_SENSOR_TOUCH_RAW_ROW6_COL1,,SENSOR_TOUCH_RAW_38,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_2,62.5kHz_SENSOR_TOUCH_RAW_ROW6_COL2,,SENSOR_TOUCH_RAW_39,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_3,62.5kHz_SENSOR_TOUCH_RAW_ROW6_COL3,,SENSOR_TOUCH_RAW_40,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_4,62.5kHz_SENSOR_TOUCH_RAW_ROW6_COL4,,SENSOR_TOUCH_RAW_41,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_6_5,62.5kHz_SENSOR_TOUCH_RAW_ROW6_COL5,,SENSOR_TOUCH_RAW_42,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_0,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL0,,SENSOR_TOUCH_AVERAGE_1,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_1,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL1,,SENSOR_TOUCH_AVERAGE_2,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_2,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL2,,SENSOR_TOUCH_AVERAGE_3,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_3,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL3,,SENSOR_TOUCH_AVERAGE_4,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_4,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL4,,SENSOR_TOUCH_AVERAGE_5,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_0_5,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW0_COL5,,SENSOR_TOUCH_AVERAGE_6,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_0,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL0,,SENSOR_TOUCH_AVERAGE_7,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_1,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL1,,SENSOR_TOUCH_AVERAGE_8,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_2,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL2,,SENSOR_TOUCH_AVERAGE_9,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_3,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL3,,SENSOR_TOUCH_AVERAGE_10,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_4,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL4,,SENSOR_TOUCH_AVERAGE_11,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_1_5,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW1_COL5,,SENSOR_TOUCH_AVERAGE_12,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_0,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW2_COL0,,SENSOR_TOUCH_AVERAGE_13,,,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE,,Parse Touch Data,PARSE,SENSOR_TOUCH_AVERAGE_2_1,62.5kHz_SENSOR_TOUCH_AVERAGE_ROW2_COL1,,SENSOR_TOUCH_AVERAGE_14,,,KEY,,,TRUE,DC - 42916589,,
